Customer Id,Recency,Frequency,Monetary
125,340,6,2056.6200142
126,228,6,2569.7100373
127,699,3,1459.73002626
128,582,2,449.88999939999997
129,168,3,2877.72005088
130,124,2,779.95001608
131,256,3,1623.71000662
132,687,2,1479.82004164
133,136,4,1759.72002024
134,162,5,2625.66003231
135,602,1,299.980011
136,445,3,1614.83002275
137,402,6,2849.62005624
138,286,5,2419.80005648
139,257,6,3589.59008418
140,188,6,4699.43013776
141,447,7,3979.59008422
142,239,5,5625.47013107
143,200,1,749.8900146999999
144,134,2,979.9500275
145,223,5,2445.6600342
146,156,7,2329.64003374
147,796,1,249.8999939
148,234,3,2009.7300415
149,663,4,3249.73007584
150,440,5,2629.77006916
151,355,4,2525.79004676
152,424,3,1709.710022
153,134,2,1269.90002068
154,386,8,6889.3601723
155,184,4,2389.73001866
156,425,3,1939.7900390999998
157,259,3,2206.83004002
158,799,1,729.9000091
159,137,3,1289.880010551
160,292,4,2139.8200493
161,374,5,2569.7000426600002
162,556,2,1619.79004477
163,777,2,889.8400116
164,228,4,2594.69004452
165,434,5,4089.54009637
166,704,2,864.91001508
167,759,1,329.980011
168,133,7,3229.7100602
169,427,3,2809.85007486
170,265,4,1974.7900467
171,259,3,1329.8400231
172,198,8,6591.23010634
173,181,8,5779.3301067699995
174,174,9,5154.40013506
175,206,6,4444.57010656
176,547,3,2379.59001906
177,202,1,599.9700164999999
179,188,3,1919.85004426
180,270,4,3119.54002772
181,253,6,3536.44005775
182,131,5,3608.58004368
183,854,1,689.8700065400001
184,370,5,2319.72003938
185,191,4,1739.7600288400001
186,442,2,1329.91003422
187,161,6,4629.49011992
188,227,6,2709.64002996
189,324,2,1909.8200378000001
190,162,5,3863.51008234
191,136,8,3389.62008664
192,203,7,4994.43006335
193,500,2,819.87001034
194,157,7,5851.28008083
195,741,2,1335.8200226
196,333,4,3204.42003067
197,123,9,6423.33013544
198,439,6,2464.67003632
199,327,6,3624.45008088
200,159,2,1363.74998864
201,298,2,169.9700012
202,142,4,1885.71003342
203,190,6,4419.66009154
204,165,4,2006.7700156199999
205,314,5,3984.53007325
206,195,7,3599.6500740399997
207,191,7,4533.50005342
208,534,2,1404.90003208
209,223,5,3199.52005388
210,332,7,3413.55005437
211,188,3,1419.78001022
212,165,3,1099.93002131
213,243,5,3219.59006116
214,368,7,3512.59007456
215,290,6,3618.65009698
216,283,3,2409.71004878
217,364,4,2540.74007613
218,145,4,2549.8600541
220,339,2,1349.81003948
221,125,13,6378.47006984
222,464,8,4294.69009223
223,125,5,3583.56009298
224,187,7,4341.59008617
225,700,5,3577.63008882
226,266,5,2199.75002674
227,304,3,1509.87004474
228,124,5,4099.72008898
229,138,6,3419.5800743199998
230,225,7,6648.4201624
231,555,4,1859.78003314
232,155,4,2519.85004808
233,171,5,3989.67007844
234,317,3,2024.7700385599999
235,273,4,2847.59006118
236,355,4,3779.6400833
237,771,2,969.9100266
238,296,7,5756.34009368
239,574,4,1539.85004428
240,511,3,991.8700295199999
241,123,7,5352.38008126
242,170,7,5009.63013468
243,236,4,2549.61004262
244,832,4,2804.64004516
245,503,6,5202.36010179
246,744,3,1719.82004554
247,381,6,4834.49010468
248,200,6,3039.57005326
249,156,3,2069.7300262
250,142,3,1619.83003616
251,423,5,1601.9200135
252,304,5,4694.64012731
253,422,1,309.88999558
254,132,8,4939.4401398
255,670,5,3355.63003541
256,354,10,4169.48007202
257,241,6,3809.46007168
258,335,6,3409.6101036
259,189,7,4617.5700875
260,127,5,3029.7900849
261,380,3,1799.8600311
262,274,5,2209.82006092
263,357,1,687.9700164999999
264,516,4,2089.78005598
265,227,4,1529.88004694
266,274,6,2854.62005228
267,136,4,1479.83002858
268,251,4,1881.85003863
269,997,2,1479.8300324
270,187,5,4069.59010326
271,515,4,2929.6100654399997
272,125,10,4449.5900936709995
273,405,4,2269.76005556
274,279,4,1619.88002396
275,191,6,3649.7601014
276,159,6,3297.5500756399997
277,176,5,3447.70008858
278,1002,1,759.93001178
279,152,4,1434.91002658
280,211,4,2839.64003763
281,419,4,1549.76003648
282,143,6,1689.77003488
283,123,4,3679.70005412
284,148,5,2654.6300354
285,135,8,4459.57011424
286,213,5,4119.44009786
287,487,5,3059.67007446
288,330,6,3454.59003836
289,515,6,4066.54008114
290,142,8,4684.43011303
291,201,5,6029.4801483
292,295,1,1164.88003158
293,346,5,2469.72006222
294,140,3,2439.7500611
295,196,3,1489.8700523799998
296,466,7,4559.4000740599995
297,196,6,3169.57007978
298,207,2,1089.88003542
299,282,2,1039.86001966
300,136,6,3638.46009456
301,149,3,1139.8700104
302,1060,1,199.9199982
303,396,3,2879.61006156
304,588,2,1469.8000336
305,231,5,3289.7700845
306,872,4,2165.70003134
307,866,2,1261.79000856
308,187,7,4759.44007892
309,198,3,1559.8300437799999
310,331,3,1639.76003272
311,239,5,3314.80007176
312,201,5,3106.71006024
313,266,3,1868.80003734
314,158,6,3909.5600587
315,385,5,3304.55003356
316,215,5,2549.66006293
317,534,4,3369.61005408
318,174,4,3464.6600952
319,271,5,3409.6400680799998
320,686,4,1966.74003791
321,139,9,4397.46010222
322,269,2,669.93001938
323,143,4,1413.77003488
324,448,4,3284.7200776
325,140,3,1999.7800446
326,167,9,4939.49012396
327,199,5,3599.4700547
328,298,6,4517.5600950299995
329,250,8,4793.41009146
330,232,4,2309.78003705
331,140,5,3439.5400773
332,191,4,2189.6300468199997
333,190,5,2439.72003554
334,127,6,2014.71002957
335,220,10,5624.3401144399995
336,175,5,2989.70005991
337,192,4,2089.79006202
338,130,4,1909.790062
340,629,3,899.7900161800001
341,156,9,7516.0201378599995
342,186,6,4329.50010692
343,221,5,3654.66008374
344,226,3,2229.7400398199998
345,393,6,2989.68007663
346,434,3,1429.81002046
347,225,4,2347.63004877
348,381,3,2294.63001634
349,512,5,2609.630043
350,435,3,1759.69000252
351,135,7,4319.49008564
352,324,7,2266.73006824
353,158,5,3019.78006758
354,161,10,4693.51008232
355,276,3,1859.8200378
356,155,8,3159.44001398
357,484,6,2425.72007569
358,129,4,2699.75007248
359,146,5,4269.55008704
361,172,6,2279.8100434
362,839,1,1079.92003254
363,133,6,3364.55004876
364,166,9,5304.4001292699995
365,631,2,1179.86002348
366,501,4,3339.58006274
367,451,3,1179.7800293
368,124,5,4094.5601121
369,254,5,3339.71007938
370,186,6,2569.70004272
371,122,6,4919.7300415
372,219,2,1609.83000948
373,172,7,5257.54010778
374,210,5,3354.62007132
375,333,4,2390.65002822
376,185,7,4887.3801002
377,394,7,4473.44009024
378,126,4,2829.72007756
379,207,5,3209.59005368
380,805,5,1943.71003531
381,411,4,2529.74005902
382,123,5,4139.63999928
383,316,7,4739.51010914
384,138,5,3644.74007804
385,794,3,1229.8200379
386,514,2,1077.84002311
387,288,6,3369.34006877
388,424,7,5309.49014664
389,325,3,1129.78001784
390,267,4,3344.73005676
391,393,6,3302.67004396
392,304,4,1839.8100471399998
393,483,4,1639.79002386
394,171,6,4205.38003544
395,188,2,349.95000456
396,379,6,5049.26008986
397,517,4,2284.73004149
398,239,5,2499.8500215
399,318,2,979.8700104
400,223,5,3246.68006703
401,674,2,579.9500198999999
402,572,2,1469.79002764
403,121,4,1979.8000374
404,209,5,2198.66004562
405,316,3,1619.67000204
406,244,5,2309.73003388
407,271,4,3349.6200601
408,500,7,5039.53008277
409,302,6,2489.5800171700002
410,139,6,4220.39007556
411,251,4,3239.60005194
412,146,3,1740.77002143
413,954,1,669.9200134
415,352,4,3081.73004916
416,574,4,2729.7600555999998
417,334,2,859.90002251
418,206,3,1519.7800331600001
419,125,6,2463.61005024
420,280,6,3779.7200777
421,453,3,1627.75003052
422,221,3,2489.78005984
423,977,2,1299.8100127
424,171,6,3789.49009336
425,278,6,3017.630043
426,133,4,1999.79999918
427,474,3,2829.61006938
428,277,4,2421.75005718
429,176,4,2426.7100181
430,222,9,4444.45008655
431,624,3,1034.89002992
432,417,3,1379.8000336
433,176,7,5161.30004127
434,242,7,4926.4400864
435,221,6,3969.62008676
436,403,5,4819.57008744
437,305,10,6750.27016472
438,375,4,3309.600071
439,508,7,4534.6600954
440,395,6,4404.59008985
441,137,4,3394.74000542
442,191,8,4039.51005935
443,122,7,3847.6100732
444,302,6,3559.50009918
445,250,5,3934.7400818
446,309,4,1999.72003554
447,147,4,2905.6300354
448,151,3,509.84000777999995
449,255,3,1923.84001928
450,137,11,7331.09010702
451,700,2,1699.8400154400001
452,218,6,4663.3600693
453,344,5,3024.67002863
454,225,7,2594.8400421799997
455,176,7,5169.39013485
456,215,3,1039.87001044
457,129,6,3255.6900444
458,163,5,3099.62006573
459,421,3,1249.8900299
460,253,4,2343.70003138
461,365,4,1914.76002508
462,246,3,2039.78005224
463,180,5,3167.61005028
464,309,5,2095.7300187
465,149,8,5349.3600847
466,805,1,869.93002704
467,149,10,6992.30015566
468,340,8,7211.27018358
470,223,3,929.86999894
471,179,5,2789.74005514
472,186,5,2829.77006156
473,148,4,3558.70004664
474,344,6,2590.64003943
475,214,6,2195.72004328
476,143,2,1669.8600464
477,147,6,2729.74006658
478,128,5,3694.5700761
479,671,2,1549.72997296
480,361,2,1359.91003804
481,207,6,3987.6300775
482,130,11,6689.26013562
483,423,8,5256.39008525
484,680,3,1899.80002598
485,334,1,799.960022
486,247,7,3304.53004448
487,455,7,3683.4900894
488,332,6,2065.68000402
489,267,5,2279.73005294
490,185,5,3579.5600585
491,216,3,1919.84003456
492,557,5,2519.74005506
493,885,1,649.909996
494,129,7,4109.50008006
495,243,5,2929.67007452
496,232,5,2917.7600708
497,182,7,2589.70006188
498,751,3,2379.55002206
499,546,4,2257.62003324
500,877,4,1644.63002012
501,263,3,1679.77004248
502,135,9,5269.29006954
503,564,4,3049.66005708
504,211,4,2309.6900483
505,468,5,3329.70008468
506,304,3,1439.76001748
507,584,4,2229.77004622
508,133,4,2569.6400491599998
509,227,4,2349.68004998
510,341,5,3871.71010415
511,326,5,3495.730095
512,178,7,4504.55008901
513,873,1,893.90001678
514,271,7,4727.37010188
515,272,5,2699.71006207
516,197,4,2329.85004621
517,311,7,3947.46007918
518,278,6,3024.57003585
519,740,1,329.98000336
520,174,3,1529.82001309
521,398,5,3609.7700959
522,747,2,1099.9500275
523,251,4,2469.54003146
524,582,3,2169.78002168
525,123,5,2939.7100754
526,862,2,1779.72002014
527,248,3,2371.7000275
528,252,5,3377.610077
529,359,5,2759.72004318
530,158,2,729.95001222
531,401,7,4759.56004726
532,584,6,3425.66008766
533,334,3,3669.60008624
534,231,7,4249.37004076
535,145,4,2389.77006544
536,823,2,1209.85002898
537,174,5,2959.70006178
538,244,5,4569.48004928
539,222,7,3589.6900484
540,678,2,1459.80001062
541,249,4,1759.79005048
542,167,9,5935.44011318
543,123,4,3759.6200333
544,137,4,2639.6000443
545,589,3,1309.8600311
546,265,3,1579.70001598
547,193,3,2561.5400352
548,244,8,5458.3401185
549,149,5,3779.70008104
550,265,8,3869.60009776
551,162,6,4229.53010554
552,419,6,4224.50010117
553,282,7,3659.56007014
554,266,6,3009.74007802
555,170,4,2249.6800347
556,206,3,1789.7500419399998
557,488,4,2539.85007104
558,182,7,4179.65009318
559,606,3,1813.6200371
560,256,3,1969.85003278
561,290,6,3469.450058
562,418,3,1399.9300385
563,365,6,2509.63005446
564,244,8,5434.32014088
565,634,3,2124.8400344799998
566,203,3,1145.82001108
567,213,3,2279.71004094
568,158,6,4319.56007404
569,136,13,5229.26013184
570,430,4,1869.78003316
571,678,2,359.97001267999997
572,132,4,2779.67005158
573,478,2,1939.83004383
574,301,2,1324.7400207199998
575,430,3,1819.83004768
576,124,6,3169.68007274
577,249,4,2139.78003893
578,383,8,5694.41009148
579,388,8,4109.63010406
580,665,3,429.92001344
581,198,2,1304.87003708
582,343,3,1393.73000334
583,205,4,2664.68004996
584,166,6,2475.55003175
585,143,7,3969.4800873
586,342,6,4939.4600752999995
587,271,3,1619.84004212
588,558,1,694.9000091
589,504,6,3389.52007668
590,151,9,3164.64005654
591,288,4,2409.8200530999998
592,214,3,1069.87000276
593,954,2,1279.9000397
594,170,3,979.88002394
595,285,2,529.9300155799999
596,134,6,3994.43004613
597,475,5,3744.52008455
598,428,5,2669.6700591
599,210,9,4809.39006438
601,149,4,1589.85004426
602,244,5,4079.5900954999997
603,167,9,5679.37013638
604,477,3,1539.8600007
605,535,3,979.9100075399999
606,291,4,1169.8600349600001
607,431,6,4186.44008262
608,530,3,2192.77005768
609,142,4,1027.86002732
610,257,5,1864.72003174
611,396,3,2019.8700562
612,232,5,2179.71004493
613,320,3,2219.76004024
614,340,6,4097.37010184
615,306,6,3861.66010288
616,231,8,5111.47009286
617,985,1,489.96001054
618,126,4,2549.6100159
619,130,5,2555.64002988
620,360,8,4979.47010042
621,425,3,1139.76002118
622,268,7,3444.54005819
623,130,4,2365.82007033
624,271,5,3409.46002204
625,387,6,5009.28012088
626,569,4,2307.6800537
627,140,5,3169.7200469599998
628,126,5,2189.7200546599997
629,285,5,2519.77005008
630,188,8,4299.46006764
631,167,2,1709.8800507
632,320,1,439.9100036
633,183,9,5848.46011348
634,190,8,5924.29012111
635,233,7,3282.72005838
636,127,7,3269.5600433199997
637,150,8,3729.4400824599998
638,186,4,1689.86002728
639,329,6,5004.5200998
640,218,9,5634.40008934
641,473,2,1547.86003878
642,259,6,4599.600120659999
643,406,4,1835.7800408
644,227,4,787.9000092
645,288,4,2639.81007392
646,250,6,3509.6200600399998
647,195,9,4904.49008188
648,327,4,2284.66003412
649,222,6,4224.52011872
650,151,5,1979.7800446
651,237,2,1579.75002288
652,197,3,564.90001294
653,254,5,3669.53007894
654,208,3,2355.60004422
655,141,6,2869.66005708
656,284,5,4455.39007188
657,709,1,199.9900055
658,519,1,419.8600006
659,185,2,1099.8400268
660,434,6,3674.54007346
661,449,2,825.9500084
662,240,8,2444.7600289
663,337,3,1019.85002136
664,335,12,8394.26020827
665,564,1,549.980011
666,283,4,1929.8500366
667,264,4,2659.80005264
668,193,2,1325.8800277999999
669,591,2,919.8500061
670,382,3,1334.73003388
671,321,5,3409.53004432
672,295,2,1529.7900238
673,151,6,3809.46008298
674,620,5,3457.50007626
675,220,4,2189.74005313
676,222,6,4414.58007822
677,518,2,1064.89002616
678,689,2,677.9100055700001
679,190,10,5724.21007715
680,260,4,3424.65007983
681,162,2,529.9700164999999
682,246,8,5299.26012028
683,336,4,2509.74002645
684,124,5,2269.72005084
685,247,10,6313.30011372
686,158,6,1909.70004654
687,154,9,7093.0801562199995
688,142,7,5909.2401199
689,241,3,1759.6900406
690,307,6,2374.7400476
691,316,3,2069.89004522
692,188,3,1479.8300476
693,524,6,2677.64006428
694,424,6,2949.72004318
695,471,6,2944.60007094
696,405,5,3209.50003042
697,125,10,6014.33012772
698,163,8,5799.3700602
699,229,3,899.9200287
700,317,6,4320.38005426
701,184,4,2554.74004943
702,308,3,2409.7000427
703,280,6,3884.7300683
704,412,5,4489.47007372
705,147,9,3883.4800874
706,347,4,2294.76006509
707,725,2,439.90001294
708,436,4,2099.680046
709,387,2,2229.7500458
710,866,3,1759.79002756
711,328,6,4065.54009632
712,502,6,3259.53004082
713,291,3,1219.83003238
714,287,5,3499.66005717
715,308,5,4753.51010518
716,467,3,2099.8000603
717,379,5,3829.5200805
718,169,1,599.9300079
719,524,5,2919.71006396
720,195,3,1229.87002182
721,305,2,1299.89002608
722,195,2,1424.70999918
723,340,3,1639.7200012600001
724,233,4,2939.8300572099997
725,331,5,2689.58006674
726,186,6,3327.56006239
727,425,2,649.8800049
728,509,7,4744.35010516
729,420,4,1629.79001618
730,425,4,1489.87002944
731,367,10,5610.42010514
732,138,3,2196.79001228
733,503,3,2321.77004435
734,361,5,3154.48006058
735,1066,2,1145.8300171199999
736,158,8,3959.48006436
737,144,6,4569.50009924
738,141,4,2654.83002277
739,351,6,4319.56010442
740,193,5,3729.41001884
741,422,2,1289.77001188
742,176,3,1979.7700463
743,141,5,3404.37004472
744,441,8,5339.32012371
745,132,2,1399.8700257
746,210,6,2419.59003077
747,172,4,2499.62004848
748,142,6,2717.55005256
749,136,12,7649.38018818
750,254,7,3864.62010581
751,221,5,3149.58005138
752,297,5,4084.4000741
753,241,5,2229.69004064
754,225,6,3218.66006848
755,145,3,1639.86003114
756,180,6,2415.6500473799997
757,360,5,4127.58008192
758,263,5,3089.62007134
759,127,6,3949.51006696
760,466,6,3555.59006882
761,298,3,1579.76002506
762,136,5,2939.70008856
763,445,2,1529.8200340399999
764,122,5,3011.68006134
765,316,3,2069.74004746
766,582,1,1017.8299942799999
767,180,8,4117.45007704
768,601,3,2075.67003636
770,1090,1,269.9200058
771,261,8,5224.33008958
772,363,1,249.8999939
773,326,9,7394.19012455
774,190,5,2719.67006688
775,130,4,3229.76004788
776,305,3,1444.8300323
777,435,6,3872.67007078
778,121,4,4489.60006712
779,540,2,1259.8300018
780,227,4,1919.74001706
781,133,1,809.86999888
782,280,2,819.94002918
783,146,5,3525.45004664
784,347,5,2091.76004788
785,201,5,2519.67005158
786,1003,1,100.0
787,158,8,4289.57007236
788,498,5,1569.8000296999999
789,274,5,2010.83004764
790,336,3,1849.6800193
791,127,13,10524.1701776
792,386,7,2987.64005282
793,313,3,2523.73005292
794,145,4,3184.68005756
795,294,2,1199.9000244
796,135,7,3647.56005279
797,560,3,1953.75002861
799,250,6,3359.7500609999997
800,510,4,2535.72006994
801,149,8,5504.3401072
802,334,6,2639.73006072
803,198,5,1939.79004294
804,268,4,939.940033
805,154,9,2571.43002895
806,238,2,1389.8200074000001
807,649,1,1029.9000244
808,488,2,1489.740036
809,136,6,3588.46005815
810,275,3,2259.73006064
811,454,3,1105.86004067
812,172,5,2739.72006996
813,815,1,319.9300003
814,138,5,2999.63005054
815,1123,1,889.8700026800001
816,139,4,1269.7600327
818,322,6,3638.53006366
819,337,3,2909.62004848
820,136,8,3494.57007988
821,153,7,4339.64011774
822,171,7,3997.38004303
823,222,5,3869.55008698
824,485,5,3527.6601067399997
825,339,1,539.95001604
826,730,2,571.92001724
827,289,11,5669.28013242
828,154,3,599.96000676
829,174,5,2154.7000503
830,341,5,3223.55004506
831,527,5,4519.54009624
832,374,2,1269.86001974
833,203,6,2498.700058
834,164,6,3759.64006816
835,195,6,2859.60004806
836,612,4,2554.78002168
837,853,2,929.83002468
838,228,6,2604.65004348
839,626,1,961.8200148999999
840,245,5,3979.6301078799997
841,152,7,4019.58009718
842,357,5,3734.49005506
843,218,5,3379.57006066
844,244,3,1497.8300323600001
845,203,3,2629.630043
846,265,8,4736.53014955
847,211,9,5260.31010438
848,364,6,3281.45004463
849,311,6,2061.7600517
850,589,4,2109.85004428
851,330,3,2223.77003864
852,521,2,1099.8700256
853,522,4,2679.7800675
854,183,2,1029.86000818
855,441,2,839.8600159
856,325,7,3884.50008971
857,290,6,3747.68005762
858,800,4,1574.74003602
859,154,7,4859.26006709
860,410,3,929.86001202
861,166,7,4209.520073
862,354,5,3329.65004718
863,287,6,2974.70007322
864,245,6,2759.55004888
865,244,5,3529.70002376
866,210,9,5029.30010801
867,271,7,5359.48011408
868,469,3,1522.83002084
869,234,3,2115.70004272
870,209,7,4324.49007425
871,165,5,3169.68003856
872,143,7,3504.62003529
873,193,2,1279.8600311
874,310,4,1317.87001418
875,150,3,2092.74004559
876,122,9,3754.37004086
877,793,1,749.8700104
878,243,5,2744.51000216
879,433,6,3329.53005222
880,126,5,3369.7200852
881,229,5,4319.5201187
882,142,4,3294.80006989
883,127,4,2289.80004885
884,279,3,2709.82007606
885,1023,1,49.97999954
886,154,2,959.9000091600001
887,332,4,2487.58005152
888,153,9,4994.330059
889,193,5,2789.72005851
890,627,5,3769.54006582
891,323,3,1204.85003857
892,439,3,2369.81007396
893,479,4,2375.66004942
894,133,4,2329.82004551
895,215,2,1129.8800277999999
896,345,2,2187.630043
897,668,4,1314.79003152
898,144,12,7369.16016016
899,196,6,3405.48008354
900,723,3,2259.7000427
901,1053,1,619.88001246
902,148,2,349.93000792
903,360,1,129.9900055
904,213,4,1689.78003314
905,521,4,1564.83004388
907,177,9,4954.65011031
908,152,7,3500.64006816
909,215,5,2769.72006998
910,381,3,1909.8700257
911,402,7,2650.72005842
912,177,4,4019.50006872
913,136,4,1414.9300385
914,211,6,3049.6500741199998
915,126,4,2479.83005146
916,380,3,2169.79005058
917,164,6,4419.47010424
918,511,3,1934.63000487
920,579,3,2569.8600731799997
921,127,4,2801.71006404
922,354,3,1623.7700349
923,587,3,1849.8100357600001
924,674,4,4029.6400986
925,289,5,2884.78005605
926,750,4,2424.60002514
927,261,7,4707.27006524
928,396,4,3075.6800615
929,250,8,4439.4001008
930,376,1,1099.89002228
931,139,4,2739.67006686
932,254,2,1559.7800408399999
933,238,2,849.85001368
934,128,5,2809.61005014
935,634,4,1049.87002568
936,156,9,4489.6401254
937,372,8,4416.4000588
938,169,10,6364.32016205
939,334,3,2061.62004085
940,178,7,2557.7100449
941,307,6,2880.66004375
942,745,5,3379.4700469
943,133,4,3559.6200981
944,352,3,2684.52005374
945,598,2,1729.8700409
946,236,6,4469.4901010799995
947,167,6,4279.55007948
948,219,5,4398.55012138
949,279,5,3792.65008544
950,154,8,4119.56009306
951,343,3,2444.73003197
952,423,5,3419.55007747
953,425,2,1579.76001736
954,385,5,4059.52007668
955,720,1,279.9400101
956,230,8,4834.44008443
957,170,4,1046.90002444
958,175,2,1219.8700256
959,200,8,3559.48005297
960,177,7,3883.5600987099997
961,143,2,1179.88002398
962,136,5,3243.71009267
963,156,5,2077.77003097
964,194,5,3741.52005004
965,737,4,2020.7100257499999
966,305,4,2633.6600457
967,155,5,2883.66007614
968,170,5,3439.63004688
969,151,5,1679.74001322
970,185,8,4479.49004756
971,311,4,1689.82003398
972,147,6,5363.56013114
973,560,2,1149.91002656
974,414,2,1609.8900376
975,146,3,1889.80001448
976,150,3,1629.86002736
977,142,4,2639.78005986
978,180,3,3209.72008144
979,665,4,2233.77003864
980,851,1,129.9900055
981,185,4,3377.7800751
982,197,6,2959.67005158
983,180,3,1509.8900299
984,448,5,4589.56011578
985,994,1,669.97000126
986,123,5,4664.63003122
987,457,6,5149.440117
988,573,4,974.9500198999999
989,183,3,2109.83004006
990,261,7,4649.5600929600005
991,433,3,2039.7400437000001
992,244,1,399.980011
993,220,3,2309.85005958
994,832,3,1644.77001957
995,313,4,1519.8300437799999
996,141,6,2919.71008308
997,242,6,4144.3700867
998,164,5,1844.77003858
999,189,4,2769.63005446
1000,211,6,3368.46006591
1001,500,6,3925.63007547
1002,439,5,3303.6100960599997
1003,407,3,2129.73005292
1004,431,4,2109.6900329
1005,746,2,899.8800202
1006,431,4,3726.65008544
1007,1030,2,1809.84003828
1008,202,8,4409.69010558
1009,357,2,869.9100113
1010,788,5,2285.660043711
1011,174,12,8023.96018597
1012,136,10,6749.06013498
1013,392,9,4617.47010052
1014,321,7,5999.20014948
1015,302,8,4089.63010026
1016,204,6,3109.73005676
1017,162,5,2564.71004858
1018,257,7,3913.4900818
1019,670,3,1465.80004124
1020,375,6,3683.58009726
1021,134,6,4159.63010026
1022,138,7,3827.59008036
1023,535,6,2899.50005332
1024,236,9,5097.5000726
1025,246,8,6639.5501596799995
1026,405,1,399.980011
1027,240,4,2709.62002944
1028,180,5,3819.66007236
1030,568,3,1589.8300322999999
1031,514,6,3299.60007096
1032,342,5,3064.53002164
1033,426,2,2019.6700134
1034,128,4,3809.59006516
1035,697,3,2719.71004873
1036,202,4,1599.81003184
1037,477,2,1239.83003998
1038,169,9,4636.39007005
1039,155,2,1864.7300261999999
1040,261,3,899.90002062
1041,581,1,929.89002228
1042,350,5,2055.81004728
1043,229,6,3439.69005593
1044,415,4,1794.81001855
1045,132,5,2829.4900435600002
1046,286,4,1879.63000693
1047,1121,1,299.980011
1048,294,4,2367.77006154
1049,473,3,2839.6000443000003
1050,578,2,719.8800201
1051,218,5,1519.85001766
1052,185,2,889.89001464
1053,152,5,2219.8200531
1054,270,8,5974.4801331
1055,315,4,3462.45003902
1056,129,6,3323.58005715
1057,315,3,2793.76007464
1058,279,7,4824.35009762
1059,298,5,4201.50012594
1060,362,3,1063.82000724
1061,204,5,2489.8500519
1062,267,5,2553.6900138
1063,506,6,3939.50010491
1064,643,1,999.9400177
1066,263,5,1867.79001624
1067,166,7,3249.30004884
1068,467,4,2069.78003312
1069,624,6,4239.56006626
1070,190,5,2254.44003302
1071,774,2,579.9700164999999
1072,346,4,2209.7500421
1073,148,5,1609.80002222
1074,160,4,2099.71005626
1075,299,7,2479.41002648
1076,324,6,2479.6400375
